text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
"We waited and watched some college football, and our order showed up.",wait watch college football order show,6,0,1,TO REVIEW,2,
Great place and worth the trip outside the strip.,great place worth trip outside strip,6,1,1,1,,1
"- When it's empty and I'm sitting 8 feet away from you, would it really be that hard to bring my order to me?",empty sit foot away would really hard bring order,9,0,0,0,,0
The filling used for these macarons are not overly sweet which tends to be the case with most places.,fill use macarons not overly sweet tends case place,9,0,1,TO REVIEW,1,1
"december 8, 2012 saturday 6 pm dinner.",december saturday pm dinner,4,0,1,TO REVIEW,2,
But the other staff who kept coming to the table and interrupting our conversation ...,staff kept come table interrupt conversation,6,0,1,TO REVIEW,0,0
Some great Americanized Mexican good with an awesome happy hour.,great americanize mexican good awesome happy hour,7,1,1,1,,1
honestly one of the best bloody Marys I have ever had !,honestly one best bloody mary ever,6,1,1,1,,1
"Perhaps snacking on the complimentary peanuts filled me up, but they were worth it.",perhaps snack complimentary peanut fill worth,6,1,1,1,,1
I've given this place two tries.,give place two try,4,0,1,TO REVIEW,2,
"Not great, not terrible... but very decent and authentic, I appreciate that.",not great not terrible decent authentic appreciate,7,0,1,TO REVIEW,2,
"Biscuit and gravy- bleh
spinach quiche- not very good no taste
Grapes- awesome!",biscuit gravy blehspinach quiche not good tastegrapes awesome,8,0,1,TO REVIEW,2,
"Overall, it was our best dinner in Vegas!",overall best dinner vega,4,1,1,1,,1
I personally like their pizza here and their various types of pasta.,personally like pizza various type pasta,6,1,1,1,,1
"It is hard to cook it that well and have it lean towards rare, but not bleed.",hard cook well lean towards rare not bleed,8,1,1,1,,1
The atmosphere is like a CB and potts that went out of style.,atmosphere like cb potts go style,6,1,1,1,,1
We decided on a large order of Cajun Fries to share.,decide large order cajun fry share,6,1,1,1,,1
"This in itself is racial discrimination/profiling, seriously who doesn't know how to use chop sticks?!?!?",racial discriminationprofiling seriously not know use chop stick,8,0,1,TO REVIEW,0,0
"While my egg rolls were tasty, I couldn't help but eye his noods.",egg roll tasty could not help eye noods,8,0,1,TO REVIEW,1,1
They have a variety of dishes and sake....how could you not get sake with your meal?,variety dish sake could not get sake meal,8,0,1,TO REVIEW,0,0
I started off at the bar and the bartender was very helpful with the wines which was all Greek to me.,start bar bartender helpful wine greek,6,1,1,1,,1
I think they were singing Come Together by the Beatles when I left.,think sing come together beatles left,6,0,1,TO REVIEW,2,
The fake turkey isn't on the menu for all the choices but i'm sure they will replace it with anything you ask.,fake turkey not menu choice sure replace anything ask,9,0,1,TO REVIEW,0,0
I was staying at the LVH and decided to drop by here for dinner.,stay lvh decide drop dinner,5,0,1,TO REVIEW,0,0
"The shrimp were overly chewy, the vegetables cold.",shrimp overly chewy vegetable cold,5,0,0,0,,0
"The Red Robin I went to had very friendly staff, they even made the kids balloons.",red robin go friendly staff even make kid balloon,9,1,1,1,,1
"But wait my friends, this is where the fun begins.",wait friend fun begin,4,1,1,1,,1
Plus I will be back Monday and then again next Thursday.,plus back monday next thursday,5,0,1,TO REVIEW,2,
The Caesar salad was so yummy though !,caesar salad yummy though,4,1,1,1,,1
Everything tasted pretty good overall.,everything taste pretty good overall,5,1,1,1,,1
The corn was really good but the mac & cheese was a bit blah.,corn really good mac cheese bit blah,7,1,1,1,,1
"I wasn't expecting gourmet, but I was definitely expecting better than I received.",not expect gourmet definitely expect well receive,7,0,1,TO REVIEW,1,1
Come early because there's gonna be a wait.,come early gon na wait,5,0,1,TO REVIEW,2,
"It's not the worst by far, but certainly not the best either.",not bad far certainly not best either,7,0,0,0,,0
"Other dishes ordered were steak tacos that were good (4 stars) and a quesadilla appetizer which was just ""ok"".",dish order steak taco good star quesadilla appetizer ok,9,1,1,1,,1
Great if you need a snack or a full blown meal.,great need snack full blown meal,6,1,1,1,,1
"Whateva on that, we ended up not being charged for the it.",whateva end not charge,4,0,1,TO REVIEW,2,
The dressing on the salad was delicious and I think that was my favorite part of the meal.,dress salad delicious think favorite part meal,7,1,1,1,,1
"The Mussaman was by far the star, and given it's $16 entree price it needed to be.",mussaman far star give entree price need,7,0,1,TO REVIEW,1,1
"Anyway, this was a pretty big disappointment for me.",anyway pretty big disappointment,4,0,0,0,,0
The shrimp were totally overcooked and dried out.,shrimp totally overcook dry,4,0,0,0,,0
When we got the penne with shrimp the waiter was very understanding of my allergy and swapped the dish out for penne with chicken.,get penne shrimp waiter understand allergy swap dish penne chicken,10,0,0,0,,0
"Unfortunately, our meal was only mediocre when compared to others in its class.",unfortunately meal mediocre compare others class,6,0,0,0,,0
"I like it better than  Roberto's Got 4 astada Tacos, beans and lettuce with tomatoes.",like well roberto get astada taco bean lettuce tomato,9,1,1,1,,1
On Tuesdays they have a special that's pretty ace.,tuesday special pretty ace,4,1,1,1,,1
It seems as if  these guys have been living on name alone or they were having a REALLY off night.,seem guy living name alone really night,7,0,1,TO REVIEW,2,
Arcadia is just fine if you're already at the museum and looking for a bite.,arcadia fine already museum look bite,6,1,1,1,,1
"A four cheese dealy, and thick and thin crust Margherita pizza.",four cheese dealy thick thin crust margherita pizza,8,0,0,0,,0
I was screamed at because my pickles would come out of the cashiers pay?!,scream pickle would come cashier pay,6,0,1,TO REVIEW,2,
"I should note, I had a free voucher so I wasn't expecting much.",note free voucher not expect much,6,1,1,1,,1
Prices were fair for the food but overpriced for the drinks and service was okay.,price fair food overprice drink service okay,7,1,1,1,,1
Group was incredibly unhappy and disappointed to be lied to.,group incredibly unhappy disappointed lie,5,0,0,0,,0
"($11.95) - As we started into the fish, he noticed that it was previously frozen.",start fish notice previously frozen,5,0,0,0,,0
The first place I've been to in a long time that doesn't overcook the burger.,first place long time not overcook burger,7,0,1,TO REVIEW,1,1
"For YEARS I kept saying, ""I want to go to Cowboy Ciao"" but we never made it.",year kept say want go cowboy ciao never make,9,1,1,1,,1
After we were seated and served our food our waiteress was not really around much.,seat serve food waiteress not really around much,8,0,1,TO REVIEW,0,0
It just may be that a little place like this cannot handle all the business from all the buzz.,may little place like not handle business buzz,8,1,0,TO REVIEW,0,0
Get 'em hot and they'll ruin you for all other wings.,get em hot ruin wing,5,0,1,TO REVIEW,2,
The meat is cooking faster than we can pull it off the grill!,meat cooking faster pull grill,5,0,1,TO REVIEW,1,1
We started by making Siamese Kisses.,start make siamese kiss,4,1,1,1,,1
Postrio was able to provide this without fail.,postrio able provide without fail,5,1,1,1,,1
"On reading Tanja's quotes on the heavenly pancakes I was hooked, so placed an order.",reading tanja quote heavenly pancake hooked place order,8,1,1,1,,1
"Cool place, esp for Gilbert!",cool place esp gilbert,4,1,1,1,,1
Kona Grill is supposed to have a quality Happy Hour.,kona grill suppose quality happy hour,6,1,1,1,,1
This time we shared the pork tenderloin with mashed potatoes.,time share pork tenderloin mash potato,6,1,1,1,,1
"Somehow, they managed to make it very tender and it tasted like butter as you bite off the meat.",somehow manage make tender taste like butter bite meat,9,1,1,1,,1
She got it figured out and we made a comment about the tiny table.,get figure make comment tiny table,6,0,1,TO REVIEW,0,0
On both occasions we also ordered the Vegetable Soup.,occasion also order vegetable soup,5,0,1,TO REVIEW,2,
(So you'd like to get what you pay for correct?,like get pay correct,4,1,1,1,,1
I mean with the pricy menu and decadent  ambiance i was expecting something different.,mean pricy menu decadent ambiance expect something different,8,0,0,0,,0
The Thai peanut noodles where completely awful.,thai peanut noodle completely awful,5,0,0,0,,0
The alaskan crab was excellent and we each got a cup of butter to go with each of it.,alaskan crab excellent get cup butter go,7,1,1,1,,1
"By the time, you get your meal, you'll be full off bread and salad/soup and beer.",time get meal full bread saladsoup beer,7,0,1,TO REVIEW,2,
This place reminds me of the masters over at Malan Noodles that are in SoCal and all over Beijing.,place reminds master malan noodle socal beijing,7,0,1,TO REVIEW,1,1
We had just checked into Luxor when we realized how hungry we were.,checked luxor realize hungry,4,0,1,TO REVIEW,2,
"***AVOID THIS SANDWICH SHOP***

First of all the main reason to not support this Capriottis is the poor management/ownership.",avoid sandwich shopfirst main reason not support capriottis poor managementownership,10,0,0,0,,0
"I mostly ended up grabbing breakfast from  here, so I'll leave the sandwich/lunchy fare to someone else.",mostly end grab breakfast leave sandwichlunchy fare someone else,9,0,1,TO REVIEW,2,
The Ecuadorian tamale was especially delightful.,ecuadorian tamale especially delightful,4,1,1,1,,1
This place is a must stop every time I go to Vegas.,place must stop every time go vega,7,0,1,TO REVIEW,1,1
"I would definitely recommend, just a shame the staff have to put up with some really awful people!",would definitely recommend shame staff put really awful people,9,0,0,0,,0
"I've had their ribeye steak, their osso bucco ravioli, and their cioppino and they are all excellent.",ribeye steak osso bucco ravioli cioppino excellent,7,1,1,1,,1
Will probably go back with my hub and wait for happy hour next time.... ;-),probably go back hub wait happy hour next time,9,1,1,1,,1
This person's opinion is that In N Out is 3 stars.,person opinion n star,4,0,1,TO REVIEW,1,1
Had a reservation and asked for the Best table in the house overlooking the Vegas Strip.,reservation ask best table house overlook vega strip,8,1,1,1,,1
